GEO_ID,NAME,POPGROUP,POPGROUP_LABEL,B01003_001E,B01003_001M,,,fips,county,state
0500000US18133,"Putnam County, Indiana",1,Total population,36838,*****,IN,,18135,Randolph County,IN
0500000US18135,"Randolph County, Indiana",1,Total population,24681,*****,IN,,18137,Ripley County,IN
0500000US18137,"Ripley County, Indiana",1,Total population,28953,*****,IN,,18139,Rush County,IN
0500000US18139,"Rush County, Indiana",1,Total population,16706,*****,IN,,18141,St. Joseph County,IN
0500000US18141,"St. Joseph County, Indiana",1,Total population,272049,*****,IN,,18143,Scott County,IN
0500000US18143,"Scott County, Indiana",1,Total population,24290,*****,IN,,18145,Shelby County,IN
0500000US18145,"Shelby County, Indiana",1,Total population,44825,*****,IN,,18147,Spencer County,IN
0500000US18147,"Spencer County, Indiana",1,Total population,19949,*****,IN,,18149,Starke County,IN
0500000US18149,"Starke County, Indiana",1,Total population,23275,*****,IN,,18151,Steuben County,IN
0500000US18151,"Steuben County, Indiana",1,Total population,34379,*****,IN,,18153,Sullivan County,IN
0500000US18153,"Sullivan County, Indiana",1,Total population,20814,*****,IN,,18155,Switzerland County,IN
0500000US18155,"Switzerland County, Indiana",1,Total population,9870,*****,IN,,18157,Tippecanoe County,IN
0500000US18157,"Tippecanoe County, Indiana",1,Total population,185961,*****,IN,,18159,Tipton County,IN
0500000US18159,"Tipton County, Indiana",1,Total population,15290,*****,IN,,18161,Union County,IN
0500000US18161,"Union County, Indiana",1,Total population,7098,*****,IN,,18163,Vanderburgh County,IN
0500000US18163,"Vanderburgh County, Indiana",1,Total population,179695,*****,IN,,18165,Vermillion County,IN
0500000US18165,"Vermillion County, Indiana",1,Total population,15477,*****,IN,,18167,Vigo County,IN
0500000US18167,"Vigo County, Indiana",1,Total population,106523,*****,IN,,18169,Wabash County,IN
0500000US18169,"Wabash County, Indiana",1,Total population,31120,*****,IN,,18171,Warren County,IN
0500000US18171,"Warren County, Indiana",1,Total population,8430,*****,IN,,18173,Warrick County,IN
0500000US18173,"Warrick County, Indiana",1,Total population,63575,*****,IN,,18175,Washington County,IN
0500000US18175,"Washington County, Indiana",1,Total population,28025,*****,IN,,18177,Wayne County,IN
0500000US18177,"Wayne County, Indiana",1,Total population,66588,*****,IN,,18179,Wells County,IN
0500000US18179,"Wells County, Indiana",1,Total population,28103,*****,IN,,18181,White County,IN
0500000US18181,"White County, Indiana",1,Total population,24593,*****,IN,,18183,Whitley County,IN
0500000US18183,"Whitley County, Indiana",1,Total population,34048,*****,IN,,19001,Adair County,IA
0500000US19001,"Adair County, Iowa",1,Total population,7439,*****,IA,,19003,Adams County,IA
0500000US19003,"Adams County, Iowa",1,Total population,3697,*****,IA,,19005,Allamakee County,IA
0500000US19005,"Allamakee County, Iowa",1,Total population,14068,*****,IA,,19007,Appanoose County,IA
0500000US19007,"Appanoose County, Iowa",1,Total population,12310,*****,IA,,19009,Audubon County,IA
0500000US19009,"Audubon County, Iowa",1,Total population,5657,*****,IA,,19011,Benton County,IA
0500000US19011,"Benton County, Iowa",1,Total population,25654,*****,IA,,19013,Black Hawk County,IA
0500000US19013,"Black Hawk County, Iowa",1,Total population,131396,*****,IA,,19015,Boone County,IA
0500000US19015,"Boone County, Iowa",1,Total population,26721,*****,IA,,19017,Bremer County,IA
0500000US19017,"Bremer County, Iowa",1,Total population,24863,*****,IA,,19019,Buchanan County,IA
0500000US19019,"Buchanan County, Iowa",1,Total population,20598,*****,IA,,19021,Buena Vista County,IA
0500000US19021,"Buena Vista County, Iowa",1,Total population,20723,*****,IA,,19023,Butler County,IA
0500000US19023,"Butler County, Iowa",1,Total population,14421,*****,IA,,19025,Calhoun County,IA
0500000US19025,"Calhoun County, Iowa",1,Total population,9962,*****,IA,,19027,Carroll County,IA
0500000US19027,"Carroll County, Iowa",1,Total population,20756,*****,IA,,19029,Cass County,IA
0500000US19029,"Cass County, Iowa",1,Total population,13158,*****,IA,,19031,Cedar County,IA
0500000US19031,"Cedar County, Iowa",1,Total population,18494,*****,IA,,19033,Cerro Gordo County,IA
0500000US19033,"Cerro Gordo County, Iowa",1,Total population,43185,*****,IA,,19035,Cherokee County,IA
0500000US19035,"Cherokee County, Iowa",1,Total population,11606,*****,IA,,19037,Chickasaw County,IA
0500000US19037,"Chickasaw County, Iowa",1,Total population,12021,*****,IA,,19039,Clarke County,IA
0500000US19039,"Clarke County, Iowa",1,Total population,9736,*****,IA,,19041,Clay County,IA
0500000US19041,"Clay County, Iowa",1,Total population,16410,*****,IA,,19043,Clayton County,IA
0500000US19043,"Clayton County, Iowa",1,Total population,17173,*****,IA,,19045,Clinton County,IA
0500000US19045,"Clinton County, Iowa",1,Total population,46589,*****,IA,,19047,Crawford County,IA
0500000US19047,"Crawford County, Iowa",1,Total population,16555,*****,IA,,19049,Dallas County,IA
0500000US19049,"Dallas County, Iowa",1,Total population,96604,*****,IA,,19051,Davis County,IA
0500000US19051,"Davis County, Iowa",1,Total population,9066,*****,IA,,19053,Decatur County,IA
0500000US19053,"Decatur County, Iowa",1,Total population,7718,*****,IA,,19055,Delaware County,IA
0500000US19055,"Delaware County, Iowa",1,Total population,17508,*****,IA,,19057,Des Moines County,IA
0500000US19057,"Des Moines County, Iowa",1,Total population,39069,*****,IA,,19059,Dickinson County,IA
0500000US19059,"Dickinson County, Iowa",1,Total population,17536,*****,IA,,19061,Dubuque County,IA
0500000US19061,"Dubuque County, Iowa",1,Total population,98687,*****,IA,,19063,Emmet County,IA
0500000US19063,"Emmet County, Iowa",1,Total population,9433,*****,IA,,19065,Fayette County,IA
0500000US19065,"Fayette County, Iowa",1,Total population,19582,*****,IA,,19067,Floyd County,IA
0500000US19067,"Floyd County, Iowa",1,Total population,15672,*****,IA,,19069,Franklin County,IA
0500000US19069,"Franklin County, Iowa",1,Total population,10056,*****,IA,,19071,Fremont County,IA
0500000US19071,"Fremont County, Iowa",1,Total population,6702,*****,IA,,19073,Greene County,IA
0500000US19073,"Greene County, Iowa",1,Total population,8831,*****,IA,,19075,Grundy County,IA
0500000US19075,"Grundy County, Iowa",1,Total population,12336,*****,IA,,19077,Guthrie County,IA
0500000US19077,"Guthrie County, Iowa",1,Total population,10599,*****,IA,,19079,Hamilton County,IA
0500000US19079,"Hamilton County, Iowa",1,Total population,15073,*****,IA,,19081,Hancock County,IA
0500000US19081,"Hancock County, Iowa",1,Total population,10837,*****,IA,,19083,Hardin County,IA
0500000US19083,"Hardin County, Iowa",1,Total population,16997,*****,IA,,19085,Harrison County,IA
0500000US19085,"Harrison County, Iowa",1,Total population,14589,*****,IA,,19087,Henry County,IA
0500000US19087,"Henry County, Iowa",1,Total population,20488,*****,IA,,19089,Howard County,IA
0500000US19089,"Howard County, Iowa",1,Total population,9456,*****,IA,,19091,Humboldt County,IA
0500000US19091,"Humboldt County, Iowa",1,Total population,9622,*****,IA,,19093,Ida County,IA
0500000US19093,"Ida County, Iowa",1,Total population,6979,*****,IA,,19095,Iowa County,IA
0500000US19095,"Iowa County, Iowa",1,Total population,16596,*****,IA,,19097,Jackson County,IA
0500000US19097,"Jackson County, Iowa",1,Total population,19499,*****,IA,,19099,Jasper County,IA
0500000US19099,"Jasper County, Iowa",1,Total population,37686,*****,IA,,19101,Jefferson County,IA
0500000US19101,"Jefferson County, Iowa",1,Total population,15846,*****,IA,,19103,Johnson County,IA
0500000US19103,"Johnson County, Iowa",1,Total population,151833,*****,IA,,19105,Jones County,IA
0500000US19105,"Jones County, Iowa",1,Total population,20680,*****,IA,,19107,Keokuk County,IA
0500000US19107,"Keokuk County, Iowa",1,Total population,10050,*****,IA,,19109,Kossuth County,IA
0500000US19109,"Kossuth County, Iowa",1,Total population,14823,*****,IA,,19111,Lee County,IA
0500000US19111,"Lee County, Iowa",1,Total population,33724,*****,IA,,19113,Linn County,IA
0500000US19113,"Linn County, Iowa",1,Total population,228567,*****,IA,,19115,Louisa County,IA
0500000US19115,"Louisa County, Iowa",1,Total population,10891,*****,IA,,19117,Lucas County,IA
0500000US19117,"Lucas County, Iowa",1,Total population,8650,*****,IA,,19119,Lyon County,IA
0500000US19119,"Lyon County, Iowa",1,Total population,11953,*****,IA,,19121,Madison County,IA
0500000US19121,"Madison County, Iowa",1,Total population,16414,*****,IA,,19123,Mahaska County,IA
0500000US19123,"Mahaska County, Iowa",1,Total population,22132,*****,IA,,19125,Marion County,IA
0500000US19125,"Marion County, Iowa",1,Total population,33381,*****,IA,,19127,Marshall County,IA
0500000US19127,"Marshall County, Iowa",1,Total population,40137,*****,IA,,19129,Mills County,IA
0500000US19129,"Mills County, Iowa",1,Total population,14658,*****,IA,,19131,Mitchell County,IA
0500000US19131,"Mitchell County, Iowa",1,Total population,10526,*****,IA,,19133,Monona County,IA
0500000US19133,"Monona County, Iowa",1,Total population,8732,*****,IA,,19135,Monroe County,IA
0500000US19135,"Monroe County, Iowa",1,Total population,7589,*****,IA,,19137,Montgomery County,IA
0500000US19137,"Montgomery County, Iowa",1,Total population,10327,*****,IA,,19139,Muscatine County,IA
0500000US19139,"Muscatine County, Iowa",1,Total population,43145,*****,IA,,19141,O'Brien County,IA
0500000US19141,"O'Brien County, Iowa",1,Total population,14139,*****,IA,,19143,Osceola County,IA
0500000US19143,"Osceola County, Iowa",1,Total population,6168,*****,IA,,19145,Page County,IA
0500000US19145,"Page County, Iowa",1,Total population,15250,*****,IA,,19147,Palo Alto County,IA
0500000US19147,"Palo Alto County, Iowa",1,Total population,8996,*****,IA,,19149,Plymouth County,IA
0500000US19149,"Plymouth County, Iowa",1,Total population,25543,*****,IA,,19151,Pocahontas County,IA
0500000US19151,"Pocahontas County, Iowa",1,Total population,7091,*****,IA,,19153,Polk County,IA
0500000US19153,"Polk County, Iowa",1,Total population,488871,*****,IA,,19155,Pottawattamie County,IA
0500000US19155,"Pottawattamie County, Iowa",1,Total population,93571,*****,IA,,19157,Poweshiek County,IA
0500000US19157,"Poweshiek County, Iowa",1,Total population,18628,*****,IA,,19159,Ringgold County,IA
0500000US19159,"Ringgold County, Iowa",1,Total population,4739,*****,IA,,19161,Sac County,IA
0500000US19161,"Sac County, Iowa",1,Total population,9829,*****,IA,,19163,Scott County,IA
0500000US19163,"Scott County, Iowa",1,Total population,174170,*****,IA,,19165,Shelby County,IA
0500000US19165,"Shelby County, Iowa",1,Total population,11750,*****,IA,,19167,Sioux County,IA
0500000US19167,"Sioux County, Iowa",1,Total population,35647,*****,IA,,19169,Story County,IA
0500000US19169,"Story County, Iowa",1,Total population,98106,*****,IA,,19171,Tama County,IA
0500000US19171,"Tama County, Iowa",1,Total population,17079,*****,IA,,19173,Taylor County,IA
0500000US19173,"Taylor County, Iowa",1,Total population,5932,*****,IA,,19175,Union County,IA
0500000US19175,"Union County, Iowa",1,Total population,12193,*****,IA,,19177,Van Buren County,IA
0500000US19177,"Van Buren County, Iowa",1,Total population,7196,*****,IA,,19179,Wapello County,IA
0500000US19179,"Wapello County, Iowa",1,Total population,35343,*****,IA,,19181,Warren County,IA
0500000US19181,"Warren County, Iowa",1,Total population,51862,*****,IA,,19183,Washington County,IA
0500000US19183,"Washington County, Iowa",1,Total population,22525,*****,IA,,19185,Wayne County,IA
0500000US19185,"Wayne County, Iowa",1,Total population,6504,*****,IA,,19187,Webster County,IA
0500000US19187,"Webster County, Iowa",1,Total population,37114,*****,IA,,19189,Winnebago County,IA
0500000US19189,"Winnebago County, Iowa",1,Total population,10743,*****,IA,,19191,Winneshiek County,IA
0500000US19191,"Winneshiek County, Iowa",1,Total population,20100,*****,IA,,19193,Woodbury County,IA
0500000US19193,"Woodbury County, Iowa",1,Total population,105102,*****,IA,,19195,Worth County,IA
0500000US19195,"Worth County, Iowa",1,Total population,7450,*****,IA,,19197,Wright County,IA
0500000US19197,"Wright County, Iowa",1,Total population,12978,*****,IA,,20001,Allen County,KS
0500000US20001,"Allen County, Kansas",1,Total population,12557,*****,KS,,20003,Anderson County,KS
0500000US20003,"Anderson County, Kansas",1,Total population,7800,*****,KS,,20005,Atchison County,KS
0500000US20005,"Atchison County, Kansas",1,Total population,16382,*****,KS,,20007,Barber County,KS
0500000US20007,"Barber County, Kansas",1,Total population,4178,192,KS,,20009,Barton County,KS
0500000US20009,"Barton County, Kansas",1,Total population,25708,*****,KS,,20011,Bourbon County,KS
0500000US20011,"Bourbon County, Kansas",1,Total population,14410,*****,KS,,20013,Brown County,KS
0500000US20013,"Brown County, Kansas",1,Total population,9532,*****,KS,,20015,Butler County,KS
0500000US20015,"Butler County, Kansas",1,Total population,67404,*****,KS,,20017,Chase County,KS
0500000US20017,"Chase County, Kansas",1,Total population,2583,*****,KS,,20019,Chautauqua County,KS
0500000US20019,"Chautauqua County, Kansas",1,Total population,3394,*****,KS,,20021,Cherokee County,KS
0500000US20021,"Cherokee County, Kansas",1,Total population,19507,*****,KS,,20023,Cheyenne County,KS
0500000US20023,"Cheyenne County, Kansas",1,Total population,2647,*****,KS,,20025,Clark County,KS
0500000US20025,"Clark County, Kansas",1,Total population,1994,*****,KS,,20027,Clay County,KS
0500000US20027,"Clay County, Kansas",1,Total population,8085,*****,KS,,20029,Cloud County,KS
0500000US20029,"Cloud County, Kansas",1,Total population,9037,*****,KS,,20031,Coffey County,KS
0500000US20031,"Coffey County, Kansas",1,Total population,8361,*****,KS,,20033,Comanche County,KS
0500000US20033,"Comanche County, Kansas",1,Total population,1809,192,KS,,20035,Cowley County,KS
0500000US20035,"Cowley County, Kansas",1,Total population,34769,*****,KS,,20037,Crawford County,KS
0500000US20037,"Crawford County, Kansas",1,Total population,39018,*****,KS,,20039,Decatur County,KS
0500000US20039,"Decatur County, Kansas",1,Total population,2792,*****,KS,,20041,Dickinson County,KS
0500000US20041,"Dickinson County, Kansas",1,Total population,18572,*****,KS,,20043,Doniphan County,KS
0500000US20043,"Doniphan County, Kansas",1,Total population,7549,*****,KS,,20045,Douglas County,KS
0500000US20045,"Douglas County, Kansas",1,Total population,118690,*****,KS,,20047,Edwards County,KS
0500000US20047,"Edwards County, Kansas",1,Total population,2911,*****,KS,,20049,Elk County,KS
0500000US20049,"Elk County, Kansas",1,Total population,2466,*****,KS,,20051,Ellis County,KS
0500000US20051,"Ellis County, Kansas",1,Total population,28893,*****,KS,,20053,Ellsworth County,KS
0500000US20053,"Ellsworth County, Kansas",1,Total population,6403,*****,KS,,20055,Finney County,KS
0500000US20055,"Finney County, Kansas",1,Total population,38338,*****,KS,,20057,Ford County,KS
0500000US20057,"Ford County, Kansas",1,Total population,34426,*****,KS,,20059,Franklin County,KS
0500000US20059,"Franklin County, Kansas",1,Total population,25953,*****,KS,,20061,Geary County,KS
0500000US20061,"Geary County, Kansas",1,Total population,36514,*****,KS,,20063,Gove County,KS
0500000US20063,"Gove County, Kansas",1,Total population,2774,172,KS,,20065,Graham County,KS
0500000US20065,"Graham County, Kansas",1,Total population,2444,*****,KS,,20067,Grant County,KS
0500000US20067,"Grant County, Kansas",1,Total population,7430,*****,KS,,20069,Gray County,KS
0500000US20069,"Gray County, Kansas",1,Total population,5720,*****,KS,,20071,Greeley County,KS
0500000US20071,"Greeley County, Kansas",1,Total population,1257,133,KS,,20073,Greenwood County,KS
0500000US20073,"Greenwood County, Kansas",1,Total population,6049,*****,KS,,20075,Hamilton County,KS
0500000US20075,"Hamilton County, Kansas",1,Total population,2572,*****,KS,,20077,Harper County,KS
0500000US20077,"Harper County, Kansas",1,Total population,5525,*****,KS,,20079,Harvey County,KS
0500000US20079,"Harvey County, Kansas",1,Total population,34006,*****,KS,,20081,Haskell County,KS
0500000US20081,"Haskell County, Kansas",1,Total population,3803,*****,KS,,20083,Hodgeman County,KS
0500000US20083,"Hodgeman County, Kansas",1,Total population,1851,140,KS,,20085,Jackson County,KS
0500000US20085,"Jackson County, Kansas",1,Total population,13287,*****,KS,,20087,Jefferson County,KS
0500000US20087,"Jefferson County, Kansas",1,Total population,18391,*****,KS,,20089,Jewell County,KS
0500000US20089,"Jewell County, Kansas",1,Total population,2927,*****,KS,,20091,Johnson County,KS
0500000US20091,"Johnson County, Kansas",1,Total population,605154,*****,KS,,20093,Kearny County,KS
0500000US20093,"Kearny County, Kansas",1,Total population,4019,*****,KS,,20095,Kingman County,KS
0500000US20095,"Kingman County, Kansas",1,Total population,7495,*****,KS,,20097,Kiowa County,KS
0500000US20097,"Kiowa County, Kansas",1,Total population,2457,*****,KS,,20099,Labette County,KS
0500000US20099,"Labette County, Kansas",1,Total population,20222,*****,KS,,20101,Lane County,KS
0500000US20101,"Lane County, Kansas",1,Total population,1504,172,KS,,20103,Leavenworth County,KS
0500000US20103,"Leavenworth County, Kansas",1,Total population,81601,*****,KS,,20105,Lincoln County,KS
0500000US20105,"Lincoln County, Kansas",1,Total population,2952,*****,KS,,20107,Linn County,KS
0500000US20107,"Linn County, Kansas",1,Total population,9667,*****,KS,,20109,Logan County,KS
0500000US20109,"Logan County, Kansas",1,Total population,2777,*****,KS,,20111,Lyon County,KS
0500000US20111,"Lyon County, Kansas",1,Total population,32318,*****,KS,,20113,McPherson County,KS
0500000US20113,"McPherson County, Kansas",1,Total population,30059,*****,KS,,20115,Marion County,KS
0500000US20115,"Marion County, Kansas",1,Total population,11877,*****,KS,,20117,Marshall County,KS
0500000US20117,"Marshall County, Kansas",1,Total population,9995,*****,KS,,20119,Meade County,KS
0500000US20119,"Meade County, Kansas",1,Total population,4089,*****,KS,,20121,Miami County,KS
0500000US20121,"Miami County, Kansas",1,Total population,33968,*****,KS,,20123,Mitchell County,KS
0500000US20123,"Mitchell County, Kansas",1,Total population,5884,*****,KS,,20125,Montgomery County,KS
0500000US20125,"Montgomery County, Kansas",1,Total population,31679,*****,KS,,20127,Morris County,KS
0500000US20127,"Morris County, Kansas",1,Total population,5377,*****,KS,,20129,Morton County,KS
0500000US20129,"Morton County, Kansas",1,Total population,2744,*****,KS,,20131,Nemaha County,KS
0500000US20131,"Nemaha County, Kansas",1,Total population,10197,*****,KS,,20133,Neosho County,KS
0500000US20133,"Neosho County, Kansas",1,Total population,15926,*****,KS,,20135,Ness County,KS
0500000US20135,"Ness County, Kansas",1,Total population,2717,*****,KS,,20137,Norton County,KS
0500000US20137,"Norton County, Kansas",1,Total population,5457,*****,KS,,20139,Osage County,KS
0500000US20139,"Osage County, Kansas",1,Total population,15811,*****,KS,,20141,Osborne County,KS
0500000US20141,"Osborne County, Kansas",1,Total population,3512,*****,KS,,20143,Ottawa County,KS
0500000US20143,"Ottawa County, Kansas",1,Total population,5778,*****,KS,,20145,Pawnee County,KS
0500000US20145,"Pawnee County, Kansas",1,Total population,6356,*****,KS,,20147,Phillips County,KS
0500000US20147,"Phillips County, Kansas",1,Total population,5022,*****,KS,,20149,Pottawatomie County,KS
0500000US20149,"Pottawatomie County, Kansas",1,Total population,25082,*****,KS,,20151,Pratt County,KS
0500000US20151,"Pratt County, Kansas",1,Total population,9266,*****,KS,,20153,Rawlins County,KS
0500000US20153,"Rawlins County, Kansas",1,Total population,2531,*****,KS,,20155,Reno County,KS
0500000US20155,"Reno County, Kansas",1,Total population,62071,*****,KS,,20157,Republic County,KS
0500000US20157,"Republic County, Kansas",1,Total population,4707,*****,KS,,20159,Rice County,KS
0500000US20159,"Rice County, Kansas",1,Total population,9464,*****,KS,,20161,Riley County,KS
0500000US20161,"Riley County, Kansas",1,Total population,72602,*****,KS,,20163,Rooks County,KS
0500000US20163,"Rooks County, Kansas",1,Total population,4975,*****,KS,,20165,Rush County,KS
0500000US20165,"Rush County, Kansas",1,Total population,2883,140,KS,,20167,Russell County,KS
0500000US20167,"Russell County, Kansas",1,Total population,6747,*****,KS,,20169,Saline County,KS
0500000US20169,"Saline County, Kansas",1,Total population,54378,*****,KS,,20171,Scott County,KS
0500000US20171,"Scott County, Kansas",1,Total population,5163,*****,KS,,20173,Sedgwick County,KS
0500000US20173,"Sedgwick County, Kansas",1,Total population,520467,*****,KS,,20175,Seward County,KS
0500000US20175,"Seward County, Kansas",1,Total population,22223,*****,KS,,20177,Shawnee County,KS
0500000US20177,"Shawnee County, Kansas",1,Total population,179053,*****,KS,,20179,Sheridan County,KS
0500000US20179,"Sheridan County, Kansas",1,Total population,2459,*****,KS,,20181,Sherman County,KS
0500000US20181,"Sherman County, Kansas",1,Total population,5965,*****,KS,,20183,Smith County,KS
0500000US20183,"Smith County, Kansas",1,Total population,3588,*****,KS,,20185,Stafford County,KS
0500000US20185,"Stafford County, Kansas",1,Total population,4106,*****,KS,,20187,Stanton County,KS
0500000US20187,"Stanton County, Kansas",1,Total population,2088,*****,KS,,20189,Stevens County,KS
0500000US20189,"Stevens County, Kansas",1,Total population,5320,*****,KS,,20191,Sumner County,KS
0500000US20191,"Sumner County, Kansas",1,Total population,22603,*****,KS,,20193,Thomas County,KS
0500000US20193,"Thomas County, Kansas",1,Total population,7902,*****,KS,,20195,Trego County,KS
0500000US20195,"Trego County, Kansas",1,Total population,2825,*****,KS,,20197,Wabaunsee County,KS
0500000US20197,"Wabaunsee County, Kansas",1,Total population,6881,*****,KS,,20199,Wallace County,KS
0500000US20199,"Wallace County, Kansas",1,Total population,1529,133,KS,,20201,Washington County,KS
0500000US20201,"Washington County, Kansas",1,Total population,5531,*****,KS,,20203,Wichita County,KS
0500000US20203,"Wichita County, Kansas",1,Total population,2150,*****,KS,,20205,Wilson County,KS
0500000US20205,"Wilson County, Kansas",1,Total population,8713,*****,KS,,20207,Woodson County,KS
0500000US20207,"Woodson County, Kansas",1,Total population,3162,*****,KS,,20209,Wyandotte County,KS
0500000US20209,"Wyandotte County, Kansas",1,Total population,168333,*****,KS,,21001,Adair County,KY
0500000US21001,"Adair County, Kentucky",1,Total population,18832,*****,KY,,21003,Allen County,KY
0500000US21003,"Allen County, Kentucky",1,Total population,20604,*****,KY,,21005,Anderson County,KY
0500000US21005,"Anderson County, Kentucky",1,Total population,23646,*****,KY,,21007,Ballard County,KY
0500000US21007,"Ballard County, Kentucky",1,Total population,7814,*****,KY,,21009,Barren County,KY
0500000US21009,"Barren County, Kentucky",1,Total population,44277,*****,KY,,21011,Bath County,KY
0500000US21011,"Bath County, Kentucky",1,Total population,12680,*****,KY,,21013,Bell County,KY
0500000US21013,"Bell County, Kentucky",1,Total population,24674,*****,KY,,21015,Boone County,KY
0500000US21015,"Boone County, Kentucky",1,Total population,134599,*****,KY,,21017,Bourbon County,KY
0500000US21017,"Bourbon County, Kentucky",1,Total population,20281,*****,KY,,21019,Boyd County,KY
0500000US21019,"Boyd County, Kentucky",1,Total population,48447,*****,KY,,21021,Boyle County,KY
0500000US21021,"Boyle County, Kentucky",1,Total population,30469,*****,KY,,21023,Bracken County,KY
0500000US21023,"Bracken County, Kentucky",1,Total population,8394,*****,KY,,21025,Breathitt County,KY
0500000US21025,"Breathitt County, Kentucky",1,Total population,13652,*****,KY,,21027,Breckinridge County,KY
0500000US21027,"Breckinridge County, Kentucky",1,Total population,20345,*****,KY,,21029,Bullitt County,KY
0500000US21029,"Bullitt County, Kentucky",1,Total population,81729,*****,KY,,21031,Butler County,KY
0500000US21031,"Butler County, Kentucky",1,Total population,12413,*****,KY,,21033,Caldwell County,KY
0500000US21033,"Caldwell County, Kentucky",1,Total population,12641,*****,KY,,21035,Calloway County,KY
0500000US21035,"Calloway County, Kentucky",1,Total population,37291,*****,KY,,21037,Campbell County,KY
0500000US21037,"Campbell County, Kentucky",1,Total population,93023,*****,KY,,21039,Carlisle County,KY
0500000US21039,"Carlisle County, Kentucky",1,Total population,4821,*****,KY,,21041,Carroll County,KY
0500000US21041,"Carroll County, Kentucky",1,Total population,10808,*****,KY,,21043,Carter County,KY
0500000US21043,"Carter County, Kentucky",1,Total population,26820,*****,KY,,21045,Casey County,KY
0500000US21045,"Casey County, Kentucky",1,Total population,15863,*****,KY,,21047,Christian County,KY
0500000US21047,"Christian County, Kentucky",1,Total population,72377,*****,KY,,21049,Clark County,KY
0500000US21049,"Clark County, Kentucky",1,Total population,36716,*****,KY,,21051,Clay County,KY
0500000US21051,"Clay County, Kentucky",1,Total population,20484,*****,KY,,21053,Clinton County,KY
0500000US21053,"Clinton County, Kentucky",1,Total population,9372,*****,KY,,21055,Crittenden County,KY
0500000US21055,"Crittenden County, Kentucky",1,Total population,8997,*****,KY,,21057,Cumberland County,KY
0500000US21057,"Cumberland County, Kentucky",1,Total population,6023,*****,KY,,21059,Daviess County,KY
0500000US21059,"Daviess County, Kentucky",1,Total population,102488,*****,KY,,21061,Edmonson County,KY
0500000US21061,"Edmonson County, Kentucky",1,Total population,12165,*****,KY,,21063,Elliott County,KY
0500000US21063,"Elliott County, Kentucky",1,Total population,7414,*****,KY,,21065,Estill County,KY
0500000US21065,"Estill County, Kentucky",1,Total population,14157,*****,KY,,21067,Fayette County,KY
0500000US21067,"Fayette County, Kentucky",1,Total population,321354,*****,KY,,21069,Fleming County,KY
0500000US21069,"Fleming County, Kentucky",1,Total population,14996,*****,KY,,21071,Floyd County,KY
0500000US21071,"Floyd County, Kentucky",1,Total population,36127,*****,KY,,21073,Franklin County,KY
0500000US21073,"Franklin County, Kentucky",1,Total population,51319,*****,KY,,21075,Fulton County,KY
0500000US21075,"Fulton County, Kentucky",1,Total population,6507,*****,KY,,21077,Gallatin County,KY
0500000US21077,"Gallatin County, Kentucky",1,Total population,8694,*****,KY,,21079,Garrard County,KY
0500000US21079,"Garrard County, Kentucky",1,Total population,17018,*****,KY,,21081,Grant County,KY
0500000US21081,"Grant County, Kentucky",1,Total population,24918,*****,KY,,21083,Graves County,KY
0500000US21083,"Graves County, Kentucky",1,Total population,36796,*****,KY,,21085,Grayson County,KY
0500000US21085,"Grayson County, Kentucky",1,Total population,26351,*****,KY,,21087,Green County,KY
0500000US21087,"Green County, Kentucky",1,Total population,11141,*****,KY,,21089,Greenup County,KY
0500000US21089,"Greenup County, Kentucky",1,Total population,35996,*****,KY,,21091,Hancock County,KY
0500000US21091,"Hancock County, Kentucky",1,Total population,9050,*****,KY,,21093,Hardin County,KY
0500000US21093,"Hardin County, Kentucky",1,Total population,110134,*****,KY,,21095,Harlan County,KY
0500000US21095,"Harlan County, Kentucky",1,Total population,26921,*****,KY,,21097,Harrison County,KY
0500000US21097,"Harrison County, Kentucky",1,Total population,18690,*****,KY,,21099,Hart County,KY
0500000US21099,"Hart County, Kentucky",1,Total population,19194,*****,KY,,21101,Henderson County,KY
0500000US21101,"Henderson County, Kentucky",1,Total population,45102,*****,KY,,21103,Henry County,KY
0500000US21103,"Henry County, Kentucky",1,Total population,15691,*****,KY,,21105,Hickman County,KY
0500000US21105,"Hickman County, Kentucky",1,Total population,4529,*****,KY,,21107,Hopkins County,KY
0500000US21107,"Hopkins County, Kentucky",1,Total population,45432,*****,KY,,21109,Jackson County,KY
0500000US21109,"Jackson County, Kentucky",1,Total population,13029,*****,KY,,21111,Jefferson County,KY
0500000US21111,"Jefferson County, Kentucky",1,Total population,780449,*****,KY,,21113,Jessamine County,KY
0500000US21113,"Jessamine County, Kentucky",1,Total population,53016,*****,KY,,21115,Johnson County,KY
0500000US21115,"Johnson County, Kentucky",1,Total population,22794,*****,KY,,21117,Kenton County,KY
0500000US21117,"Kenton County, Kentucky",1,Total population,168264,*****,KY,,21119,Knott County,KY
0500000US21119,"Knott County, Kentucky",1,Total population,14506,*****,KY,,21121,Knox County,KY
0500000US21121,"Knox County, Kentucky",1,Total population,30367,*****,KY,,21123,Larue County,KY
0500000US21123,"Larue County, Kentucky",1,Total population,14768,*****,KY,,21125,Laurel County,KY
0500000US21125,"Laurel County, Kentucky",1,Total population,62090,*****,KY,,21127,Lawrence County,KY
0500000US21127,"Lawrence County, Kentucky",1,Total population,16274,*****,KY,,21129,Lee County,KY
0500000US21129,"Lee County, Kentucky",1,Total population,7263,*****,KY,,21131,Leslie County,KY
